2019-11-23 12:31:47,b'@business know always check rap sheet movie credit watching anything Good move aapl',2573
2019-11-23 12:31:46,b'@thehill GS Senate busy knittin cloaked LLCs Pedophiles amp US foreign aid Emoluments Whores thieving US taxpayer',2573
2019-11-23 12:31:28,b'SPY SPX QQQ ESF NQF RTYF ZBF GCF NDX RUT AAPL NFLX AMZN TSLA FB MSFT DIA NDX IWM QCOM GDX',1811
2019-11-23 12:30:13,b'ACTIVE TRADERS Try one FREE trading TSLA AAPL GILD GS FB AMZN GOOGL NVDA',494
2019-11-23 12:24:54,b'AAPL leader need take little timeout suspect pullback 20dma going',1325
2019-11-23 12:18:02,b'Notable apps update Nov 18 23 AAPL',1889
2019-11-23 12:14:26,b'@business know always check rap sheet movie credit watching anything Good move aapl',4
2019-11-23 12:13:51,b'@ABC LB APO tsla aapl wmt Need #JeffreyEpstein NYC Mansion#MarkEpstein LB apartment repurposed sign LB Pedop',2573
2019-11-23 12:10:15,b'@thehill GS Senate busy knittin cloaked LLCs Pedophiles amp US foreign aid Emoluments Whores thieving US taxpay',84
2019-11-23 12:00:50,b'251 Profit Packed Option Trades Yearly Delivered Inbox Daily FREE AAPL TSLA NFLX CELG SNAP',494
2019-11-23 11:57:58,b'Celebrating 100 extraordinary game Apple Arcade iPhone iPad Apple TV Mac Find everything action',1
2019-11-23 11:55:48,b'#iPhone11 Pro come piece Steve Jobs worn shirt #apple #iphone #luxury #iphone11promax AAPL',2573
2019-11-23 11:55:48,b'People become trader financial freedom work term realize endless hour',2573
2019-11-23 11:51:27,b'@ABC LB APO tsla aapl wmt Need #JeffreyEpstein NYC Mansion#MarkEpstein LB apartment repurposed sign',84
2019-11-23 11:30:42,b'quick review Weekly chart many name Bearish signal INTC GOOG AAPL MSFT SPY SPX MU TSLA Oth',2573
2019-11-23 11:29:49,b'Celebrating 100 extraordinary game Apple Arcade iPhone iPad Apple TV Mac Find everything action',136
2019-11-23 11:23:45,b'#iPhone11 Pro come piece Steve Jobs worn shirt #apple #iphone #luxury #iphone11promax AAPL',0
2019-11-23 11:21:26,b'quick review Weekly chart many name Bearish signal INTC GOOG AAPL MSFT SPY SPX MU TSLA',1098
2019-11-23 11:20:21,b'People become trader financial freedom work term realize endless',34
2019-11-23 11:18:55,b'King Icahn Biography Renegade Capitalist IEP AAPL CVI AIG PYPL LNG NUAN',1136
2019-11-23 11:18:34,b'Key Principles Value Investing @themotleyfool #stocks BRK BRK AAPL',2573
2019-11-23 10:50:10,b'Key Principles Value Investing @themotleyfool #stocks BRK BRK AAPL',285
2019-11-23 10:41:39,b'Investing Beginners Course 17 Videos Worksheets Available #investing #finance #investor',2573
2019-11-23 10:41:39,b'BTC China Crackdown Sparks #Crypto Carnage #Bitcoin Breaks 7k Month Lows SPY QQQ',2573
2019-11-23 10:41:39,b'Defensive Assets Stop Working SPY QQQ DJIA DIA GLD SLV #stockmarket #investing #finance',2573
2019-11-23 10:41:38,b'Index Volume Speculation Rolling SPY QQQ DJIA DIA GLD SLV #stockmark',2573
2019-11-23 10:41:38,b'Bridgewater Bets 15 Billion Market Crash March @RoryTDC SPY QQQ DJIA DIA',2573
2019-11-23 10:41:38,b'Gold Poised Pleasant Holiday Rally @RoryTDC SPY QQQ DJIA DIA GLD SLV #stockmarket',2573
2019-11-23 10:41:37,b'7525 Rule Need Outperform Market Returns 1200 @RoryTDC SPY QQQ DJIA DIA',2573
2019-11-23 10:41:37,b'Medicare Reason Drop Health care Stocks article @MarketRealist SPY QQ',2573
2019-11-23 10:41:37,b'Stock Market Rally Driven Weak Economy @RoryTDC SPY QQQ DJIA DIA GLD',2573
2019-11-23 10:34:45,b'Investing Beginners Course 17 Videos Worksheets Available #investing #finance #investor',20044
2019-11-23 10:34:28,b'Long thread AAPL Sometimes good sit back understandappreciate miracle around easy com',165
